category,headline,links,short_description,keywords,predicted_category
POLITICS,Why A GOP Lobbyist Is Giving Money To A Democratic Senate Candidate,https://www.huffingtonpost.com/entry/donna-edwards-lobbyist_us_5710e3e0e4b0018f9cb9b709,Because Rep. Donna Edwards (D-Md.) is black.,donna-edwards-lobbyist,POLITICS
POLITICS,How Women Factor Into The Uniquely American Problem Of Mass Incarceration,https://www.huffingtonpost.com/entry/mass-incarceration-women_us_59ea1b51e4b0f9d35bca482b,"There are 219,000 women locked up in the U.S. Many have not been convicted.",mass-incarceration-women,POLITICS
POLITICS,Controversial Congressman Once Asked Why Terrorists Don’t Target The IRS and DMVs,https://www.huffingtonpost.com/entry/congressman-blake-farenthold-sexual-harassment_us_5a2213f2e4b03c44072db22c,Rep. Blake Farenthold appears to be the only congressman to use funds from an oversight office to settle a sex harassment claim.,congressman-blake-farenthold-sexual-harassment,POLITICS
POLITICS,DOD Continues To Enable Mass Pedophilia In Afghanistan,https://www.huffingtonpost.com/entry/dod-continues-to-enable-mass-pedophilia-in-afghanistan_us_5a2ea57ee4b022ec613b8497,"A new report on pervasive child sexual abuse among Afghan security personnel, prepared by the independent Special Inspector",dod-continues-to-enable-mass-pedophilia-in-afghanistan,WORLD NEWS
POLITICS,Cracks Emerge In GOP Strategy On Supreme Court Nominees,https://www.huffingtonpost.com/entry/dean-heller-supreme-court_us_56c4d442e4b08ffac127606b,More and more GOP senators say they'd be open to voting on an Obama nominee.,dean-heller-supreme-court,POLITICS
POLITICS,Locked Behind Prejudice: Questions from a (Hopeful) Ally,https://www.huffingtonpost.com/entry/locked-behind-prejudice-q_b_6311424.html,"One observation may be subjective -- often it's not completely -- but when millions speak, it's a greater truth, one no one can reasonably deny. No one wants to be treated poorly. We are all Americans. And more importantly, we are all human beings.",locked-behind-prejudice-q,WELLNESS
POLITICS,The 2016 Candidates Are Basically Just Trolling Each Other At This Point,https://www.huffingtonpost.com/entry/rand-paul-hillary-clinton-2016-trolling-jokes-book_us_5616180ee4b0082030a12d8f,"Rand Paul called Hillary Clinton's memoir ""a great work of fiction.""",rand-paul-hillary-clinton-2016-trolling-jokes-book,POLITICS
POLITICS,Antonin Scalia's Death Just Cost This Company $835 Million,https://www.huffingtonpost.com/entry/antonin-scalia-dow-chemical_us_56d0d4bfe4b03260bf76efa4,Dow Chemical settled a price-fixing lawsuit because it lost the late justice's vote.,antonin-scalia-dow-chemical,POLITICS
POLITICS,Agency Advertising Joint Robby Mook/Corey Lewandowski Appearances Deletes The Page,https://www.huffingtonpost.com/entry/robby-mook-corey-lewandowski_us_5888b19ce4b0441a8f71f400,Evidently it was just a crazy idea they had.,robby-mook-corey-lewandowski,POLITICS
POLITICS,Top Black Republican: 'You Can't Be Black' When Running For Office,https://www.huffingtonpost.com/entry/black-republican-michael-steele_us_56c0a72ce4b0b40245c70a62,Former RNC Chairman Michael Steele dishes on the racial hurdles he faced.,black-republican-michael-steele,POLITICS
POLITICS,Man Who's Protested Vatican Embassy Since 1998 Is Unmoved By Papal Visit,https://www.huffingtonpost.com/entry/vatican-embassy-protester_us_560163e9e4b00310edf88349,John Wojnowski doesn't care if the Holy See.,vatican-embassy-protester,ENTERTAINMENT
POLITICS,Tuesday's Morning Email: Everything You Need To Know Two Weeks Before Election Day,https://www.huffingtonpost.com/entry/tuesdays-morning-email-everything-you-need-to-know-two-weeks-before-election-day_us_580f466fe4b0a03911ee8f97,Just 14 more days.,tuesdays-morning-email-everything-you-need-to-know-two-weeks-before-election-day,POLITICS
POLITICS,Vermont Governor Says His Dying Father Used State's Death-With-Dignity Law,https://www.huffingtonpost.com/entry/peter-shumlin-father-death-with-dignity_us_586ebbbfe4b099cdb0fc53fa,Gov. Peter Shumlin signed the measure into law in 2013.,peter-shumlin-father-death-with-dignity,POLITICS
POLITICS,The Media Covered U.S. Policy On Egypt Objectively. But There’s A Catch. | The Knife Media,https://www.huffingtonpost.com/entry/the-media-covered-us-policy-on-egypt-objectively-but_us_59a42f1ae4b0a62d0987b0e6,(The Knife Media) The ratings for this story were higher than most stories we’ve analyzed on U.S. politics or policy since,the-media-covered-us-policy-on-egypt-objectively-but,POLITICS
POLITICS,Hillary Clinton: Planned Parenthood Videos Are 'Disturbing',https://www.huffingtonpost.com/entry/hillary-clinton-planned-parenthood-videos_us_55b8e5f0e4b0a13f9d1aeb8c,"But the congressional investigation should not single out one provider, she said.",hillary-clinton-planned-parenthood-videos,POLITICS
POLITICS,Republicans Mount Pressure On Obama To End Dakota Access Pipeline Protests,https://www.huffingtonpost.com/entry/gop-obama-dakota-access-pipeline-protests_us_583f3c36e4b09e21702c672f,Sen. John Hoeven blamed the president for increasingly violent clashes.,gop-obama-dakota-access-pipeline-protests,POLITICS
POLITICS,This Town Is Encouraging Teachers To Carry Guns. Here's Their Reasoning.,https://www.huffingtonpost.com/entry/teachers-guns-okay-oklahoma_us_56b50fcbe4b04f9b57d9a561,Do you feel safe yet?,teachers-guns-okay-oklahoma,POLITICS
POLITICS,School Shooting Survivor Emma Gonzalez: 'Adults Are Behaving Like Children',https://www.huffingtonpost.com/entry/school-shooting-survivor-emma-gonzalez-adults-are-behaving-like-children_us_5a947967e4b01f65f5994cd1,The teen activist wrote a powerful essay urging adults to grow up and push for stricter gun laws.,school-shooting-survivor-emma-gonzalez-adults-are-behaving-like-children,POLITICS
POLITICS,"Fewer Americans Go Without Medical Care Due To Cost, Survey Says",https://www.huffingtonpost.com/entry/obamacare-health-care-survey_us_55e4d402e4b0b7a9633a07e2,More jobs and more health insurance are making a big difference in peoples' lives.,obamacare-health-care-survey,WELLNESS
POLITICS,Christmas Comes Early To Dixie,https://www.huffingtonpost.com/entry/christmas-comes-early-to-dixie_us_5a31c654e4b04bd8793e972a,"We spent Monday and Tuesday in “Dewey Defeats Truman” mode, fully preparing to write a piece on the election of Republican",christmas-comes-early-to-dixie,POLITICS
POLITICS,"Sanders to Senate: If We Don't Overturn Citizens United, Congress Will Become Paid Employees of the Billionaire Class",https://www.huffingtonpost.com/entry/sanders-to-senate-if-we-dont-overturn-citizens-united-the-congress-will-become-paid-employees-of-the-billionaire-class_b_6918468.html,"Unless the campaign financing system is reformed, the U.S. Congress will become paid employees of the people who pay for their campaigns -- the billionaire class. Needless to say, not everyone on the Committee agreed.",sanders-to-senate-if-we-dont-overturn-citizens-united-the-congress-will-become-paid-employees-of-the-billionaire-class,POLITICS
POLITICS,Tuesday's Morning Email: One Of The Longest-serving Congressmen Reportedly Settled Complaint Over Unwanted Advances,https://www.huffingtonpost.com/entry/tuesdays-morning-email-one-of-the-longest-serving-congressmen-reportedly-settled-complaint-over-unwanted-advances_us_5a141a24e4b0bfa88c1ce834,Rep. John Conyers reportedly settled a wrongful dismissal complaint.,tuesdays-morning-email-one-of-the-longest-serving-congressmen-reportedly-settled-complaint-over-unwanted-advances,POLITICS
POLITICS,Elizabeth Warren Is Not On The Ballot And Her Agenda Is In Trouble,https://www.huffingtonpost.com/entry/elizabeth-warren-agenda_us_56ddfc85e4b0000de4058e83,The progressive movement faces its biggest test.,elizabeth-warren-agenda,POLITICS
POLITICS,Kerry On Arctic: 'We're Not Going To Suddenly Be Weaned From Oil',https://www.huffingtonpost.com/entry/john-kerry-arctic-drilling_us_55e8c032e4b002d5c0758286,The secretary of state defends the administration's decision to allow Arctic drilling.,john-kerry-arctic-drilling,POLITICS
POLITICS,HUFFPOLLSTER: Hillary Clinton’s Biggest Problem Could Be Voter Turnout,https://www.huffingtonpost.com/entry/clinton-problem-voter-turnout_us_581883fbe4b0390e69d25a65,"The FBI news isn’t changing opinions of her, but it could be dampening enthusiasm at a critical time in the campaign.",clinton-problem-voter-turnout,POLITICS
POLITICS,Elizabeth Warren Has A Plan To Make Health Care Coverage Cheaper And More Reliable,https://www.huffingtonpost.com/entry/elizabeth-warren-consumer-health-insurance-protection-act_us_5ab247a7e4b0decad045af6b,The Massachusetts senator’s new bill would increase consumer subsidies and force insurers to accept tougher rules.,elizabeth-warren-consumer-health-insurance-protection-act,POLITICS
ENTERTAINMENT,Unicorn Store' And The Importance Of The Journey,https://www.huffingtonpost.com/entry/unicorn-store-and-the-importance-of-the-journey_us_59bb1989e4b0390a1564dc48,"In one of the opening scenes of the movie, we see Kit, covered in a multitude of colors, painting away.",unicorn-store-and-the-importance-of-the-journey,ENTERTAINMENT
ENTERTAINMENT,"Finally, It Turns Out It Wasn't A Murder On 'How To Get Away With Murder'",https://www.huffingtonpost.com/entry/how-to-get-away-with-murder-recap_us_56d8ffcce4b0000de4040a35,But we still don't get a happy ending.,how-to-get-away-with-murder-recap,ENTERTAINMENT
ENTERTAINMENT,Get Out' Thrills Its Way To No. 1 At The Box Office With $30.5 Million Debut,https://www.huffingtonpost.com/entry/get-out-box-office_us_58b366d2e4b060480e08e383,Jordan Peele's thriller about racism was a box office hit on opening weekend.,get-out-box-office,ENTERTAINMENT
ENTERTAINMENT,Kirk Douglas Rings In 101st Birthday With Son Michael And Famous Family,https://www.huffingtonpost.com/entry/kirk-douglas-101st-birthday_us_5a301e6be4b046175433f3fd,The birthday bash paid tribute to his legendary film career.,kirk-douglas-101st-birthday,ENTERTAINMENT
ENTERTAINMENT,The Moral Arc of 'Ted 2': A Ribald Comedy With a Moral Message,https://www.huffingtonpost.com/entry/the-moral-arc-of-ted-2-a-_b_7675106.html,"What does a smart and socially savvy comedy writer, actor, and producer like Seth MacFarlane do when he wants to say something relevant about the moral progress of humanity and deliver it to a large audience? Write it into the sequel of his wildly popular 2012 hit comedy film.",the-moral-arc-of-ted-2-a-,ENTERTAINMENT
ENTERTAINMENT,Charlize Theron Jokes About Recent Weight Gain During amfAR Gala,https://www.huffingtonpost.com/entry/charlize-theron-looks-like-normal-human-being-at-amfar-gala_us_58139186e4b0990edc30e0b2,The actress changed her appearance ever so slightly for a new role.,charlize-theron-looks-like-normal-human-being-at-amfar-gala,ENTERTAINMENT
ENTERTAINMENT,The Black Keys & Pizza Hut: Band Sues Fast Food Giant & Home Depot For Using Their Music Without Permission,https://www.huffingtonpost.com/entry/the-black-keys-pizza-hut-home-depot-lawsuit_us_5bb3f7b5e4b066f8d25272bf,"The band claims that Pizza Hut used ""significant portions"" of its single, ""Gold on the Ceiling,"" in an ad for Cheesy Bites",the-black-keys-pizza-hut-home-depot-lawsuit,FOOD & DRINK
ENTERTAINMENT,Channing Tatum And Jenna Dewan Tatum Slay On The Golden Globes Red Carpet,https://www.huffingtonpost.com/entry/channing-tatum-jenna-dewan-tatum-golden-globes_us_568d6243e4b0a2b6fb6e531b,Could these two be any more attractive?,channing-tatum-jenna-dewan-tatum-golden-globes,ENTERTAINMENT
ENTERTAINMENT,"Taken 2: Neeson Is ""Taken"" Again (but Not Martin Harris)",https://www.huffingtonpost.com/entry/neeson-is-taken-again_us_5bb402f4e4b066f8d2534c8f,"Ever since he co-starred with Sean Connery in The Rock, the actor has focused more on bombastic action flicks than the gems that made him the star he is today. Don't look now, but Liam Neeson has become the second coming of Cage.",neeson-is-taken-again,ENTERTAINMENT
ENTERTAINMENT,Talking About Women's Roles With Director Kat Coiro of And While We Were Here,https://www.huffingtonpost.com/entry/talking-about-womens-role_us_5bb4393ee4b066f8d2567e1c,"It's a welcome development to see more women directors emerging in the indie film scene and it's my hope that this will soon translate into more women directing studio features, as well. One indie woman director whose work I've enjoyed in recent years is Kat Coiro.",talking-about-womens-role,ENTERTAINMENT
ENTERTAINMENT,Zaki's Review: Star Trek: Discovery,https://www.huffingtonpost.com/entry/zakis-review-istar-trek-discoveryi_us_59c91aa6e4b08d6615504466,"So far, this is most definitely a Trek worth discovering.",zakis-review-istar-trek-discoveryi,ENTERTAINMENT
ENTERTAINMENT,New Artist Reviews: Goste,https://www.huffingtonpost.com/entry/new-artist-reviews-goste_b_6466008.html,The genre of electronic music has vastly evolved since the early days of techno. It is no longer simply an underground phenomenon but now a trusted method of production spanning almost every style of music.,new-artist-reviews-goste,ENTERTAINMENT
ENTERTAINMENT,Close Your Eyes To Hear Ellen DeGeneres And Tom Hanks Have A Pixar-Off,https://www.huffingtonpost.com/entry/close-your-eyes-to-hear-ellen-degeneres-and-tom-hanks-have-a-pixar-off_us_57d4216fe4b00642712dc808,Apparently it's not easy voicing a Pixar character.,close-your-eyes-to-hear-ellen-degeneres-and-tom-hanks-have-a-pixar-off,ENTERTAINMENT
ENTERTAINMENT,Seinfeld' Director Looks Back As 'The Contest' Turns 25,https://www.huffingtonpost.com/entry/seinfeld-director-looks-back-as-the-contest-turns-25_us_5a0f3837e4b045cf437133c4,"It is a TV truth universally acknowledged that the classic comedy series “Seinfeld” mastered its domain on Nov. 18, 1992",seinfeld-director-looks-back-as-the-contest-turns-25,ENTERTAINMENT
ENTERTAINMENT,"Jason Derulo's 'Talk Dirty' Hits No. 1 On The British Singles Chart, Beating Katy Perry's 'Roar'",https://www.huffingtonpost.com/entry/jason-derulo-talk-dirty-no-1-british-singles-katy-perry-roar_us_5bb439d8e4b066f8d2568f40,"Avicii scored the week's highest new entry with his debut album, ""True"", entering the albums chart at No. 2. LONDON, Sept",jason-derulo-talk-dirty-no-1-british-singles-katy-perry-roar,ENTERTAINMENT
ENTERTAINMENT,Tom Cruise Shares Frightening Slow Motion Video Of Ankle-Breaking Stunt,https://www.huffingtonpost.com/entry/tom-cruise-ankle-break-slow-motion-mission-impossible_us_5a6c469ae4b0ddb658c6bb1f,This is not for the squeamish.,tom-cruise-ankle-break-slow-motion-mission-impossible,ENTERTAINMENT
ENTERTAINMENT,Children Lost and Found: The Good Lie Premieres,https://www.huffingtonpost.com/entry/children-lost-and-found-t_b_5935026.html,"Film audiences may flock to The Good Lie, a compelling drama because Reese Witherspoon is one of the stars, but they will fall in love with Arnold Oceng, Ger Duany, rapper Emmanuel Jal, and Kuoth Wiel.",children-lost-and-found-t,ENTERTAINMENT
ENTERTAINMENT,Blown Tire Forces Morgan Freeman's Plane Into Unexpected Landing,https://www.huffingtonpost.com/entry/morgan-freeman-forced-landing-tire_us_5663e1dee4b072e9d1c679f3,Oscar-winning actor not injured in the incident.,morgan-freeman-forced-landing-tire,ENTERTAINMENT
ENTERTAINMENT,Kendall Jenner And Cara Delevingne Bring Some Mystery to Their Night Out,https://www.huffingtonpost.com/entry/kendall-jenner-cara-delevingne_us_56198c99e4b0e66ad4c8319c,Cara Delevingne and Kendall Jenner sure know how to party.,kendall-jenner-cara-delevingne,ENTERTAINMENT
ENTERTAINMENT,Laurie Hernandez Cha-Chas Her Way Into Our Hearts With First Dance On 'Dancing With The Stars',https://www.huffingtonpost.com/entry/laurie-hernandez-cha-chas-her-way-into-our-hearts-on-dancing-with-the-stars_us_57d7eb57e4b0aa4b722c5513,The Olympian's first dance with partner Val Chmerkovskiy was a hit.,laurie-hernandez-cha-chas-her-way-into-our-hearts-on-dancing-with-the-stars,ENTERTAINMENT
ENTERTAINMENT,Lana Del Rey's 'Tropico' Short Film With Shaun Ross Announced By Singer On Twitter,https://www.huffingtonpost.com/entry/lana-del-rey-tropico-short-film-shaun-ross-twitter_us_5bb43268e4b066f8d2561338,"TROPICO - a 30 minute film coming to a city near your. Premier dates coming soon. Lots of Love, Lana Del Rey — Lana Del Rey",lana-del-rey-tropico-short-film-shaun-ross-twitter,ENTERTAINMENT
ENTERTAINMENT,"If You Want To Announce Your Olympic Ambitions, Do It 'Eddie The Eagle' Style",https://www.huffingtonpost.com/entry/eddie-the-eagle-clip_us_56b9fd43e4b01d80b247c7fa,The new biopic opens Feb. 26.,eddie-the-eagle-clip,SPORTS
ENTERTAINMENT,Disney Ends LA Times Ban After Film Critics Threaten Boycott,https://www.huffingtonpost.com/entry/los-angeles-times-disney-boycott_us_5a01a7b3e4b066c2c03a12b9,The company announced the decision hours after four major film critics' groups threatened awards disqualification.,los-angeles-times-disney-boycott,ENTERTAINMENT
ENTERTAINMENT,Grammys' Best New Artist Farce: Why Some Acts Don't Deserve The Award,https://www.huffingtonpost.com/entry/grammys-best-new-artist-f_us_5bb3e5dde4b066f8d2515d17,"Imagine you're at a car dealership and you ask the salesman to show you the best new models. You're checking them out, giddy",grammys-best-new-artist-f,ENTERTAINMENT
ENTERTAINMENT,The Interview -- Painfully Bad,https://www.huffingtonpost.com/entry/the-interview-painfully-bad_b_6379964.html,"It's tempting to try to find something complimentary to say about The Interview.  Surely any film that draws attention in any manner to the horrors of life in North Korea can't be all bad, right? Unfortunately, even such a film can indeed be all bad.",the-interview-painfully-bad,ENTERTAINMENT
ENTERTAINMENT,"Requiem for the Dead: American Spring 2014 on HBO, and Now",https://www.huffingtonpost.com/entry/requiem-for-the-dead-amer_b_7631074.html,"This is a nation knowing the consequences, and keeping those guns around anyway. With guns readily available, everyone's fate is as random as Russian roulette. For the chilling toll, watch Requiem for the Dead on HBO, airing on June 22.",requiem-for-the-dead-amer,ENTERTAINMENT
ENTERTAINMENT,Channing Tatum And Jenna Dewan's Most Magical Relationship Moments,https://www.huffingtonpost.com/entry/channing-tatum-and-jenna-dewans-most-magical-relationship-moments_us_56d21c07e4b0bf0dab325c2e,Channing Tatum And Jenna Dewan's Most Magical Relationship Moments,channing-tatum-and-jenna-dewans-most-magical-relationship-moments,ENTERTAINMENT
ENTERTAINMENT,Here's The Reason Oprah Is So Dang Big In 'A Wrinkle In Time',https://www.huffingtonpost.com/entry/oprah-a-wrinkle-in-time-movie_us_5aa2b138e4b07047bec5f9ea,Writer Jennifer Lee answers your lingering questions about the film's diversions from the book.,oprah-a-wrinkle-in-time-movie,ENTERTAINMENT
ENTERTAINMENT,Bob Marley's Son Reveals A Surprising Thing About His Father,https://www.huffingtonpost.com/entry/bob-marley-runner_us_57c47a15e4b09cd22d91d424,"The purest expression of the ""runner's high.""",bob-marley-runner,PARENTING
ENTERTAINMENT,"Aw, The Emmys Were So Mean To 'True Detective' Season 2",https://www.huffingtonpost.com/entry/emmys-mean-true-detective-season-2_us_55ff6987e4b00310edf78ee4,"To be fair, it was trash.",emmys-mean-true-detective-season-2,ENTERTAINMENT
ENTERTAINMENT,Carrie Fisher Explains Why She Finally Came Clean About Her Affair With Harrison Ford,https://www.huffingtonpost.com/entry/carrie-fisher-explains-why-she-finally-came-clean-about-her-affair-with-harrison-ford_us_582c9451e4b099512f802cd3,"The relationship occurred a long time ago, in a galaxy far, far away ...",carrie-fisher-explains-why-she-finally-came-clean-about-her-affair-with-harrison-ford,ENTERTAINMENT
ENTERTAINMENT,Daniel Craig Calls Out James Bond For Being 'Sexist',https://www.huffingtonpost.com/entry/daniel-craig-james-bond-sexist_us_55e5cfb7e4b0aec9f3549432,Is this the greatest thing 007 ever said?,daniel-craig-james-bond-sexist,SPORTS
ENTERTAINMENT,Boy Overboard With Tiger: Life of Pi Opens The New York Film Festival,https://www.huffingtonpost.com/entry/boy-overboard-with-tiger_us_5bb402e9e4b066f8d2534bb8,"To mark the 50th anniversary of the prestigious New York Film Festival, the Film Society of Lincoln Center premiered Ang Lee's new movie, Life of Pi, based on Yann Martel's popular novel.",boy-overboard-with-tiger,ENTERTAINMENT
ENTERTAINMENT,Snoop Dogg's Got a Taste for Brazil This New Years,https://www.huffingtonpost.com/entry/snoop-doggs-got-a-taste-for-brazil-_b_6396190.html,"Recently I caught up with Snoop Dogg to find out how he likes to celebrate New Years Eve. I fully expected his reply to be ""Gin and Juice"" and perhaps with a twist. He completely surprised me.",snoop-doggs-got-a-taste-for-brazil-,FOOD & DRINK
ENTERTAINMENT,‘Jessica Jones’ Creator Hints At A Post-Kilgrave Antagonist In Season 2,https://www.huffingtonpost.com/entry/jessica-jones-kilgrave-season-2_us_5741c8bce4b045cc9a713ad9,Maybe there is someone worse than the Purple Man.,jessica-jones-kilgrave-season-2,ENTERTAINMENT
ENTERTAINMENT,"America's Sweetheart Susan Lucci Opens Up About Love, Fans and the Little Boy Who Won Her Heart",https://www.huffingtonpost.com/entry/americas-sweetheart-susan-lucci-opens-up-about-love-fans-and-the-little-boy-who-won-her-heart_b_10094832.html,"When All My Children came to an end in 2011, it seemed Susan Lucci took a page from Erica  Kane's handbook. The reinvention began. Some critics charged that Lucci's career was over. Those who underestimated her made a big mistake.",americas-sweetheart-susan-lucci-opens-up-about-love-fans-and-the-little-boy-who-won-her-heart,PARENTING
ENTERTAINMENT,Kendall Jenner Names Her Favorite Sister In Vogue's '73 Questions',https://www.huffingtonpost.com/entry/kendall-jenner-names-her-favorite-sister-in-vogues-73-questions_us_57b1fdeae4b0718404122f32,And shows off her hidden talent!,kendall-jenner-names-her-favorite-sister-in-vogues-73-questions,ENTERTAINMENT
ENTERTAINMENT,"Prog Noir And Beyond: Conversations With Tony Levin, Cactus' Carmine Appice, Jim McCarty, And Jake Shimabukuro",https://www.huffingtonpost.com/entry/prog-noir-and-beyond-conversations-with-tony-levin_us_57dcc0c1e4b04fa361d99a66,"MR: Are there a couple of tracks on the project that went beyond expectations for you and/or the group? TL: Quite a few, for",prog-noir-and-beyond-conversations-with-tony-levin,ENTERTAINMENT
ENTERTAINMENT,Homer Simpson Kills The 'South Park' Kids In New Couch Gag,https://www.huffingtonpost.com/entry/homer-simpson-south-park-kids_us_58a86e41e4b037d17d2853d3,"Are the ""Cartoon Wars"" reigniting?",homer-simpson-south-park-kids,WORLD NEWS
ENTERTAINMENT,Lone Survivor' Survives Box Office Competition On Opening Day,https://www.huffingtonpost.comhttp://insidemovies.ew.com/2014/01/11/box-office-update-lone-survivor-friday/,Looks like January man Mark Wahlberg is going to score his biggest opening yet for the wintery month. Read more on EW.com,,ENTERTAINMENT
ENTERTAINMENT,Hollywood Producer Brett Ratner Sues Woman Who Accused Him Of Rape,https://www.huffingtonpost.com/entry/brett-ratner-sues-melanie-kohler_us_59fab0d9e4b01b4740482a5a,The suit was filed the same day as a Los Angeles Times report detailing multiple allegations of sexual harassment and assault against Ratner.,brett-ratner-sues-melanie-kohler,ENTERTAINMENT
ENTERTAINMENT,"Interview With Nick Frost on Cuban Fury, Wrapping Up the Cornetto Trilogy",https://www.huffingtonpost.com/entry/interview-nick-frost-on-c_us_5bb4574fe4b066f8d2585d68,"I had the chance to talk with the genial and gregarious Frost a few weeks ago about where the first fires of Fury started to burn, and his thoughts on having wrapped up the ""Cornetto"" films.",interview-nick-frost-on-c,ENTERTAINMENT
ENTERTAINMENT,Reminder: Scott Disick Is Just A Fly In Kourtney Kardashian's Instagram Web,https://www.huffingtonpost.com/entry/kourtney-kardashian-scott-disick-instagram_us_56ddfc1fe4b0ffe6f8ea59b7,"Predator, meet prey.",kourtney-kardashian-scott-disick-instagram,ENTERTAINMENT
ENTERTAINMENT,Katie Holmes And Suri Cruise Drop By Jingle Ball To Introduce Taylor Swift,https://www.huffingtonpost.com/entry/katie-holmes-and-suri-cruise-drop-by-jingle-ball-to-introduce-taylor-swift_us_5a2bf18ee4b069ec48adba91,Plus 5 other takeaways from Jingle Ball 2017.,katie-holmes-and-suri-cruise-drop-by-jingle-ball-to-introduce-taylor-swift,ENTERTAINMENT
ENTERTAINMENT,"Tribeca Feature 'Women Who Kill' Tackles Murder, Commitment And Food Co-ops",https://www.huffingtonpost.com/entry/tribeca-feature-women-who-kill-tackles-murder-commitment-and-food-co-ops_us_570e9804e4b03d8b7b9f3dfc,Ingrid Jungermann's feature debut paints a darkly funny story against a pristine Park Slope.,tribeca-feature-women-who-kill-tackles-murder-commitment-and-food-co-ops,ENTERTAINMENT
ENTERTAINMENT,The Importance of Destigmatizing Depression: A Conversation With Billie Myers,https://www.huffingtonpost.com/entry/if-sensationalized-media-_b_5674220.html,The actor's death should be a springboard for opening up the dialogue on what depression is really all about.,if-sensationalized-media-,ENTERTAINMENT
ENTERTAINMENT,A Volcano Almost Appeared On The 'Lost' Island To Explain Its Powers,https://www.huffingtonpost.com/entry/original-lost-ending-smoke-monster-volcano_us_58eca6b5e4b0c89f91211c23,Too bad volcanoes are super expensive.,original-lost-ending-smoke-monster-volcano,TRAVEL
ENTERTAINMENT,Johnny Depp Turns 50,https://www.huffingtonpost.com/entry/johnny-depp-turns-50_us_5bb42ca3e4b066f8d255aa6d,"This Sunday the thoroughly original, impossibly talented Johnny Depp hits the milestone age of 50. Does this mean he's actually middle-aged? No, it can't be.",johnny-depp-turns-50,ENTERTAINMENT
ENTERTAINMENT,This Political 'Captain America' Mashup Is The Perfect Election Explainer,https://www.huffingtonpost.com/entry/kimmel-captain-america-presidential-election_us_570cea1ce4b0885fb50e23ff,Coming to a voting booth near you.,kimmel-captain-america-presidential-election,POLITICS
ENTERTAINMENT,Here’s The Feminist Symbol You Missed In Beyoncé’s Performance,https://www.huffingtonpost.com/entry/beyonce-venus-symbol-feminism_us_57c3a75de4b026734450a772,"Yes, that's a Venus symbol.",beyonce-venus-symbol-feminism,ENTERTAINMENT
ENTERTAINMENT,Jennifer Aniston Takes Rare Selfie For The Best Possible Reason,https://www.huffingtonpost.com/entry/jennifer-aniston-selfie-charity_us_56800202e4b06fa688805708,With a great selfie comes great responsibility.,jennifer-aniston-selfie-charity,TRAVEL
ENTERTAINMENT,Brad Pitt Joins Leonardo DiCaprio In Quentin Tarantino's New Movie,https://www.huffingtonpost.com/entry/brad-pitt-leonardo-dicaprio-in-quentin-tarantino-new-movie_us_5a97e0e1e4b0e6a5230513a7,"The controversial director's Sharon Tate project now has a title and a release date, too.",brad-pitt-leonardo-dicaprio-in-quentin-tarantino-new-movie,ENTERTAINMENT
ENTERTAINMENT,Why I'm Boycotting Movies About Men,https://www.huffingtonpost.com/entry/why-im-boycotting-movies-_b_6240630.html,"I've spent half a century watching films that are by, for, and about men. I've paid too much of my hard-earned money supporting a fantasy world where half the human population has gone missing.",why-im-boycotting-movies-,ENTERTAINMENT
ENTERTAINMENT,The Guardians Of The Galaxy Will Be In 'Avengers: Infinity Wars',https://www.huffingtonpost.com/entry/the-guardians-of-the-galaxy-will-be-in-avengers-infinity-wars_us_589f1bfbe4b094a129eb6ee0,"Oh, and Spider-Man, too.",the-guardians-of-the-galaxy-will-be-in-avengers-infinity-wars,ENTERTAINMENT
ENTERTAINMENT,Singer Al Jarreau Dead At 76,https://www.huffingtonpost.com/entry/al-jarreau-dead-at-76_us_58a0a083e4b0ab2d2b1611dc,"His music spanned the genres of jazz, pop and R&B.",al-jarreau-dead-at-76,ENTERTAINMENT
ENTERTAINMENT,Watch Matt Damon Go Full Jason Bourne To Prank Unsuspecting Strangers,https://www.huffingtonpost.com/entry/matt-damon-jason-bourne-pranks_us_57752226e4b0cc0fa136936f,These people had no idea what they were getting themselves into.,matt-damon-jason-bourne-pranks,ENTERTAINMENT
ENTERTAINMENT,"Katy Perry Comes 'Back To Earth' To Host MTV VMAs, And Twitter Was Not Here For It",https://www.huffingtonpost.com/entry/katy-perry-mtv-vmas-hosting_us_599744afe4b01f6e801eaca6,"It was ... interesting, to say the least.",katy-perry-mtv-vmas-hosting,ENTERTAINMENT
ENTERTAINMENT,Scott Disick's Birthday Message To Daughter Penelope Is Incredibly Depressing,https://www.huffingtonpost.com/entry/scott-disick-birthday-message-daughter-depressing_us_559e6eece4b09672915581d2,"If that doesn't sound like a man who regrets many of the choices he's made in his life, we're not sure what does.",scott-disick-birthday-message-daughter-depressing,PARENTING
ENTERTAINMENT,Taylor Swift Teases New 'End Game' Video With Ed Sheeran And Future,https://www.huffingtonpost.com/entry/taylor-swift-ed-sheeran-future-video-teaser_us_5a576347e4b08a1f624bd4e8,"Swift hits London, Tokyo and Miami in the new clip.",taylor-swift-ed-sheeran-future-video-teaser,ENTERTAINMENT
ENTERTAINMENT,Need To Evade The Police? Michel Gondry Might Suggest A House On Wheels,https://www.huffingtonpost.com/entry/microbe-and-gasoline-clip_us_57752703e4b0cc0fa136986d,"Meet the resourceful kids from ""Microbe & Gasoline"" in this exclusive clip.",microbe-and-gasoline-clip,PARENTING
